longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-120.56,38.09,34,2745,559,1150,491,2.3654,94900
-120.56,35.13,15,5818,924,2324,845,4.4033,267600
-120.56,35.07,14,6788,1216,2866,1036,3.3603,280200
-120.57,40.43,15,2045,461,1121,402,2.6902,71500
-120.57,39.78,15,1291,283,582,242,2.1216,102000
-120.57,38.35,17,1504,358,661,250,2.2604,84800
-120.57,37.43,39,2235,412,1268,402,2.6758,74600
-120.57,37.35,18,704,176,520,154,3.003,101300
-120.57,35.18,16,5209,917,2284,809,4.0403,346100
-120.57,35.12,39,1656,333,866,317,2.8824,195200
-120.57,35.11,18,2920,556,1068,552,3.5242,156800
-120.57,34.96,38,1145,297,1107,296,2.1776,89100
-120.57,34.96,27,1401,294,1306,286,2.5809,83200
-120.58,40.37,16,3412,667,1873,590,2.2661,61800
-120.58,39.27,15,4126,903,723,266,3.0147,118800
-120.58,38.77,21,1661,406,789,319,2.3583,108700
-120.58,37.36,33,3564,716,2603,696,2.2179,67500
-120.58,35,37,523,119,374,95,1.4726,106300
-120.59,38.76,21,1728,417,731,334,1.7266,94700
-120.59,37.59,36,291,48,124,47,5.6945,154200
-120.59,37.39,16,4717,1119,3589,1017,2.1061,72800
-120.59,37.35,15,3249,613,1569,595,3.5393,88000
-120.59,35.13,8,6638,1054,2710,966,4.6776,295500
-120.59,35.12,27,3055,677,1407,610,2.1702,179700
-120.59,35.11,25,3642,726,1729,673,3.155,205400
-120.59,35.11,20,3098,571,1449,611,3.5744,197800
-120.59,34.7,29,17738,3114,12427,2826,2.7377,28300
-120.6,38.76,22,1236,273,615,248,3.0217,106900
-120.6,37.35,34,1722,316,904,315,2.4653,66100
-120.6,37.35,19,3874,676,2441,707,3.2955,88600
-120.6,37.34,34,1830,431,1304,415,2.1182,68900
-120.6,35.6,13,4461,764,1795,640,4.475,206900
-120.6,35.12,22,3342,644,1342,593,3.4509,217700
-120.6,35.11,17,2495,524,1292,501,2.2625,153000
-120.6,35.1,16,3290,686,1497,655,2.6875,178200
-120.6,34.91,44,711,140,384,116,2.1094,73800
-120.61,37.36,16,638,147,380,132,1.9135,87500
-120.61,37.35,34,1900,401,1009,385,2.2222,75000
-120.61,37.32,18,5009,826,2497,805,4.25,146300
-120.61,37.03,34,1841,354,1019,356,1.7841,67500
-120.61,35.13,16,3431,721,1777,701,2.7301,190400
-120.61,35.12,31,1486,345,823,322,2.6974,165400
-120.61,35.11,11,3733,831,1839,739,3.3062,158500
-120.61,35.1,17,2799,637,2015,592,3.0536,143600
-120.61,35.1,14,2919,691,1896,577,2.4003,142100
-120.61,35.06,13,2364,421,1257,380,4.6167,273100
-120.62,38.71,10,6305,1150,2597,921,4.0197,132200
-120.62,38.39,15,3750,691,1444,603,2.7399,134800
-120.62,37.37,8,2608,428,1530,435,3.968,102100
-120.62,37.35,20,1457,372,1000,346,1.4615,69200
-120.62,37.35,18,874,203,572,190,1.6833,71000
-120.62,36.99,32,2455,508,1344,492,1.9732,69400
-120.62,35.28,28,3952,592,1469,571,6.3144,328800
-120.62,35.11,18,2241,544,1521,509,2.0292,155800
-120.63,37.41,27,2083,444,1462,479,2.6439,69100
-120.63,37.36,16,1605,282,866,284,4.0694,110200
-120.63,35.59,9,5782,1184,3026,1130,2.6528,113500
-120.63,35.27,23,1630,253,704,263,5.156,251300
-120.63,35.13,16,2680,704,975,619,1.7878,55000
-120.64,40.41,50,1741,424,987,383,1.5066,59300
-120.64,37.7,16,284,51,239,46,1.8958,137500
-120.64,37.38,21,3157,637,2268,620,2.567,70400
-120.64,37.38,19,2256,449,1469,435,2.5129,84600
-120.64,37.2,16,2236,438,1361,393,2.0066,125000
-120.64,36.99,23,2363,449,1168,410,2.2794,75700
-120.64,35.65,9,3466,673,2356,619,2.9926,158200
-120.64,35.47,8,416,121,936,97,2.1154,117200
-120.64,35.15,7,7922,1442,2863,1197,4.849,275000
-120.64,34.97,5,2090,469,1911,482,2.4318,86100
-120.65,40.42,39,3240,652,1467,621,2.1875,64300
-120.65,38.5,10,1783,337,638,262,2.65,116700
-120.65,38.42,23,1538,305,730,267,2.6078,116700
-120.65,38.28,21,3095,681,1341,546,2.1382,104000
-120.65,37.33,25,1731,311,810,266,4.1058,107600
-120.65,37.09,22,886,173,595,161,2.4398,150000
-120.65,36.98,26,1787,364,1548,362,1.7188,49500
-120.65,35.41,15,6725,1111,3139,1029,4.1875,261600
-120.65,35.32,20,626,212,3574,261,1.0298,300000
-120.65,35.29,36,1940,315,850,298,3.1818,249600
-120.65,35.29,29,1785,481,1344,472,1.4492,222900
-120.65,35.28,32,896,240,548,231,2.5455,165900
-120.65,35.27,52,2254,642,1237,590,2.6208,227100
-120.65,35.27,27,2034,341,768,316,4.2411,258900
-120.65,35.27,15,2365,538,1446,490,2.5129,225900
-120.65,35.12,19,2949,662,1425,548,2.9615,178100
-120.66,40.41,52,2081,478,1051,419,2.2992,70200
-120.66,39.72,15,3763,784,717,348,2.2019,130500
-120.66,38.61,19,2715,596,1301,473,2.5042,126400
-120.66,38.4,18,2144,420,985,381,3.175,118500
-120.66,35.5,19,1861,364,1040,363,3.3125,163900
-120.66,35.47,18,2474,449,1269,431,3.9063,184800
-120.66,35.29,39,2163,652,1153,599,2.084,233300
-120.66,35.29,23,1932,487,1380,472,1.9647,253600
-120.66,35.28,46,2054,502,1170,494,2.1786,206300
-120.66,35.28,31,2773,844,1358,794,1.4036,209600
-120.66,35.27,46,2217,544,1107,527,2.8009,192600
-120.66,35.27,33,1664,455,1077,461,1.6875,174200
-120.66,35.27,17,2719,589,1386,570,3.7337,208200
-120.66,35.2,13,5138,713,1838,645,5.9676,380000
-120.66,35.13,41,2666,751,940,507,1.9653,236100
-120.66,35.1,19,1583,392,704,269,2.1042,268300
-120.67,40.5,15,5343,1002,2503,902,3.5962,85900
-120.67,38.76,35,2104,403,1060,400,2.1682,138100
-120.67,38.19,17,2967,611,1387,564,2.0417,92600
-120.67,37.97,9,7450,1475,2233,930,2.6528,133000
-120.67,37.37,18,164,30,104,32,1.6607,87500
-120.67,36.72,18,819,198,996,198,2.5,112500
-120.67,35.63,8,2690,410,1085,381,4.2841,256700
-120.67,35.48,18,2339,443,1097,416,3.3438,176100
-120.67,35.3,19,1540,715,1799,635,0.7025,500001
-120.67,35.29,44,2236,411,1036,437,3.0833,219300
-120.68,37.47,33,1028,226,658,197,2.3043,66300
-120.68,35.5,19,3369,673,1834,646,3.7672,173800
-120.68,35.48,15,2608,525,1351,502,2.7798,205800
-120.68,35.26,26,1704,315,918,310,3.2464,208000
-120.68,35.25,16,4208,897,1634,806,2.2868,233700
-120.69,39.12,19,1048,262,493,184,2.2917,118200
-120.69,38.36,19,3267,614,1252,566,2.7236,109900
-120.69,37.77,46,431,86,239,80,3.3182,282100
-120.69,37.59,27,1170,227,660,222,2.3906,81800
-120.69,36.84,18,902,195,771,174,2.2083,55000
-120.69,35.65,14,3487,889,2352,796,1.6303,144900
-120.69,35.62,43,3044,652,1456,608,2.4567,140000
-120.69,35.62,35,3451,713,1550,653,2.9167,161700
-120.69,35.52,26,2758,571,1291,522,2.925,181400
-120.69,35.34,16,164,30,542,32,1.6563,42500
-120.69,35.28,26,4225,886,1795,704,2.2847,247000
-120.7,38.75,19,2325,430,967,376,2.9,158700
-120.7,38.69,13,4492,821,2093,734,4.0709,151700
-120.7,35.76,15,1914,425,1130,421,2.2165,90600
-120.7,35.55,10,3979,761,1834,671,3.5,172100
-120.7,35.32,46,118,17,6532,13,4.2639,350000
-120.7,35.31,24,3504,521,1490,506,4.6719,337000
-120.7,35.28,14,3768,682,1884,664,4.6071,239900
-120.71,40.36,19,4462,828,2229,777,3.5536,105700
-120.71,40.13,19,897,180,276,110,2.9554,89400
-120.71,38.85,8,1877,479,884,323,3.4688,120100
-120.71,38.73,17,2146,396,862,351,2.9219,141300
-120.71,38.34,16,1257,231,559,213,4.4531,144300
-120.71,37.39,11,1479,341,1476,327,3.2721,73800
-120.71,37.38,14,1979,432,1756,382,2.6923,71400
-120.71,35.27,9,2568,421,1149,398,5.4287,331600
-120.72,38.94,10,1604,352,540,190,3.7625,113200
-120.72,38.57,8,892,185,427,164,2.6833,118800
-120.72,38.42,17,5654,1085,2237,953,3.0465,144100
-120.72,38.38,9,1787,347,806,306,2.525,157200
-120.72,37.54,17,729,134,431,121,4.2188,131300
-120.72,37.38,22,1311,319,1455,340,2.2813,67300
-120.72,35.63,31,3476,644,1476,567,3.3472,195200
-120.73,37.38,23,1451,292,1052,265,2.8698,72900
-120.74,39.9,23,1017,218,387,152,2.2656,88200
-120.74,39.82,9,1955,398,294,122,3.9583,126500
-120.74,39.39,18,453,117,152,77,1.3523,85700
-120.74,37.33,30,2390,470,1409,428,2.1484,81300
-120.75,37.69,24,2282,423,1167,398,3.8214,116100
-120.75,37.44,27,2295,424,1252,350,3.6182,123200
-120.75,37.37,32,1656,317,1037,286,2.4964,88800
-120.76,38.76,21,3509,606,1576,564,2.6392,148500
-120.76,38.73,17,512,129,314,140,1.5625,108300
-120.76,38.65,17,2319,430,1126,372,3.5511,155900
-120.76,38.6,14,2925,625,1226,437,2.5865,133800
-120.76,38.47,17,1521,309,607,240,3.5,123800
-120.76,38.12,7,7188,1288,3175,1115,3.8488,130600
-120.76,37.73,16,1343,241,732,195,3.5833,187500
-120.76,37.65,25,3214,682,2319,640,2.0385,84300
-120.76,37.58,35,1395,264,756,253,3.6181,178600
-120.76,37.44,18,2003,398,1333,411,2.7562,90500
-120.76,35.52,7,9613,1666,4487,1653,3.6667,250600
-120.77,40.65,11,2635,667,280,132,1.7214,118300
-120.77,38.38,15,4221,816,1737,743,2.3125,128600
-120.77,37.64,8,3294,667,2277,652,2.6417,96800
-120.77,37.42,27,949,224,888,241,2.3333,72800
-120.78,38.73,31,3117,616,1606,588,2.9844,127900
-120.79,38.83,15,1374,291,709,239,1.7222,118500
-120.79,38.7,13,5036,1034,2243,923,2.3319,138500
-120.79,38.54,34,1133,254,495,187,2.05,68900
-120.79,38.24,19,1003,235,538,190,2.9821,90400
-120.79,37.82,17,4227,729,1809,679,3.2667,269500
-120.79,37.76,14,3531,508,1505,497,5.5228,275300
-120.79,37.53,20,1417,263,853,263,3.3083,108300
-120.79,37.41,35,2436,466,1730,469,2.2071,85900
-120.79,36.06,29,1916,386,1019,314,2.4881,87500
-120.8,38.51,23,1001,195,369,157,3.125,96400
-120.8,37.61,30,918,154,469,139,3.9688,175000
-120.8,37.55,18,1802,335,1110,329,3.1641,96300
-120.8,37.53,29,1162,254,726,225,2.1932,90600
-120.8,37.52,13,2920,481,1602,490,3.9286,145800
-120.8,35.33,20,2200,393,996,365,3.587,330000
-120.81,39.02,30,806,189,326,146,2.8155,101000
-120.81,38.89,17,1438,324,675,268,2.9444,119300
-120.81,38.74,29,2259,482,1099,463,2.3314,121600
-120.81,38.73,42,1276,260,799,259,2.7273,128600
-120.81,38.73,38,2005,385,882,353,2.5104,120500
-120.81,38.67,14,8396,1578,3952,1474,3.0565,118800
-120.81,35.19,14,3414,802,1236,632,3.7635,336200
-120.82,37.64,20,3375,630,1505,598,2.69,201300
-120.82,37.54,20,707,114,282,86,6.1324,164800
-120.82,37.51,17,1664,253,736,254,4.4083,165800
-120.82,37.5,21,2974,495,1313,461,4.4886,135400
-120.82,37.49,25,1611,285,882,261,3.5547,122400
-120.82,37.05,15,1385,288,775,255,1.933,140600
-120.82,35.32,12,3522,683,1780,662,3.3958,215800
-120.82,35.31,16,3924,699,1325,638,2.5172,293900
-120.83,39.27,14,3338,608,1373,562,3.67,160100
-120.83,39.02,15,1117,242,551,229,2.6319,97700
-120.83,38.74,17,3685,775,1714,734,2.2269,128300
-120.83,37.79,16,893,164,548,155,3.6875,121900
-120.83,37.77,20,1717,403,1062,401,1.6759,116700
-120.83,37.76,21,435,96,219,83,2.9125,112500
-120.83,37.58,30,1527,256,757,240,3.6629,171400
-120.83,37.51,34,3078,477,1226,487,4.601,150000
-120.83,37.51,13,3795,604,1639,609,4.6635,198400
-120.83,37.5,30,1340,244,631,231,3.375,118500
-120.83,35.33,14,4155,787,2112,755,4.4766,192700
-120.83,35.32,11,3252,701,1814,660,3.2226,183200
-120.84,38.81,11,1280,286,609,248,3.1635,132600
-120.84,38.77,11,1013,188,410,158,4.825,184600
-120.84,38.73,17,2616,492,1158,457,2.8807,142600
-120.84,38.63,12,1313,231,731,232,5.7373,208300
-120.84,37.92,27,471,84,195,72,3.3333,208300
-120.84,37.52,16,4527,887,2531,825,3.7065,124800
-120.84,37.51,8,1191,242,688,260,2.7243,138400
-120.84,37.51,20,1901,313,1258,320,3.8958,126800
-120.84,37.51,14,6337,1593,3909,1480,2.0643,106500
-120.84,37.5,47,2310,484,1126,447,2.2083,97300
-120.84,37.49,25,2383,576,1234,583,1.4529,86100
-120.84,37.48,10,2874,612,1960,596,2.7381,104600
-120.84,37.47,11,2285,499,1468,471,2.7857,110300
-120.84,37.43,32,2892,521,1580,484,3.7784,164500
-120.84,37.4,7,2773,530,1374,505,2.6214,103800
-120.84,37.07,24,1520,335,882,306,2.2019,100000
-120.84,37.06,14,1506,380,1096,352,1.1301,78500
-120.84,37.05,8,1944,283,814,276,5.3988,165500
-120.84,35.37,34,3279,714,1397,646,2.5552,200000
-120.84,35.35,27,2863,711,930,533,2.6205,221100
-120.84,35.33,15,3276,670,1520,613,3.6412,207800
-120.84,35.32,17,4197,802,1656,732,3.526,183900
-120.84,35.32,15,2419,538,1279,522,3.4762,189600
-120.84,35.31,23,3100,603,1515,609,2.8493,196100
-120.84,35.3,15,2062,327,781,316,4.9359,317700
-120.85,37.78,30,1120,248,609,237,2.2386,87200
-120.85,37.78,25,421,102,303,106,2.2679,71300
-120.85,37.78,15,3553,659,1684,611,3.3169,131200
-120.85,37.77,52,436,81,197,68,1.8625,85400
-120.85,37.77,37,1738,403,936,366,2.4717,77100
-120.85,37.75,26,28,4,9,5,1.625,85000
-120.85,37.57,27,819,157,451,150,3.4934,193800
-120.85,37.55,45,350,62,187,63,2.5938,275000
-120.85,37.51,5,2899,745,1593,633,2.2292,127500
-120.85,37.5,52,1724,352,922,348,1.7227,85700
-120.85,37.49,42,264,72,310,70,1.4063,61500
-120.85,37.49,39,2840,733,2606,737,1.9429,76400
-120.85,37.07,16,1795,362,1642,340,2.5363,86300
-120.85,37.06,31,2609,645,1796,629,1.5479,82000
-120.85,37.05,32,2893,481,1198,466,3.1719,140600
-120.85,35.38,27,3493,909,1481,666,2.3075,184200
-120.85,35.37,21,1033,195,588,187,2.8173,226900
-120.86,38.75,15,1533,300,674,287,2.5625,146100
-120.86,37.77,45,621,129,257,124,1.7188,109400
-120.86,37.76,32,964,198,623,201,3.0917,88900
-120.86,37.73,27,508,93,263,81,3.1136,183300
-120.86,37.6,25,1178,206,709,214,4.5625,133600
-120.86,37.53,18,2829,732,1751,712,1.6445,156900
-120.86,37.52,9,9885,1871,5372,1843,3.4821,127100
-120.86,37.5,34,4272,996,2916,962,1.9829,82800
-120.86,37.49,37,1084,271,893,236,1.6213,69500
-120.86,37.49,22,2140,445,1441,409,2.4706,89400
-120.86,37.4,17,3511,636,1904,617,3.1111,113900
-120.86,35.39,23,1664,355,629,279,2.7344,188300
-120.87,41.54,21,1091,208,660,188,2.2321,34600
-120.87,39.18,25,2691,598,964,373,3.9196,142700
-120.87,39.15,17,1819,389,736,283,2.8603,128900
-120.87,38.83,12,2180,423,1070,377,2.8562,128200
-120.87,38.71,13,2692,470,1302,420,4,167400
-120.87,38.37,28,3998,765,1614,698,2.8125,113400
-120.87,37.77,9,4838,920,2460,923,3.5959,142700
-120.87,37.64,40,1010,155,488,157,3.8984,170500
-120.87,37.6,32,4579,914,2742,856,2.6619,86200
-120.87,37.5,7,4966,985,2431,904,3.1042,122500
-120.87,37.07,26,2036,401,1343,414,3.6331,88600
-120.87,37.05,29,4176,779,2092,741,2.595,104200
-120.88,38.91,15,3876,778,1960,691,2.902,127300
-120.88,38.32,18,2791,492,1187,438,3.2589,103000
-120.88,38.16,8,2029,387,1000,364,4.0109,125900
-120.88,37.57,22,1440,267,774,249,3.9821,204300
-120.88,37.53,18,239,39,92,36,5.3168,175000
-120.88,37.52,2,1871,409,707,256,2.6103,133600
-120.88,37.37,24,1294,222,684,221,2.6908,103100
-120.89,39.3,17,2282,431,974,371,3.5417,155100
-120.89,37.59,33,1016,206,617,209,2.151,195800
-120.89,37.54,30,509,115,275,115,2.2679,250000
-120.89,37.45,29,1940,337,1070,332,3.6597,145600
-120.89,37.33,27,2692,481,1518,447,2.0417,94200
-120.89,37.21,25,3301,678,994,306,3.2262,97200
-120.89,35.37,29,2046,588,846,410,1.65,227300
-120.9,39.95,20,1349,238,601,203,3.5417,96600
-120.9,39.93,23,2679,546,1424,529,2.8812,81900
-120.9,38.2,16,3120,641,1319,526,2.0472,93200
-120.9,37.81,27,4213,750,2142,746,3.7031,173300
-120.9,37.76,20,570,112,304,108,2.2024,156300
-120.9,37.66,19,3377,669,2426,663,2.9783,82500
-120.9,37.64,26,1762,418,855,308,1.6767,81300
-120.9,35.69,14,5020,909,2105,796,3.8158,248700
-120.91,40.08,24,1629,313,641,274,2.2067,69600
-120.91,39.39,16,352,105,226,82,1.6094,79500
-120.91,38.73,11,5460,859,2645,838,4.835,230600
-120.91,38.62,12,4545,748,2033,718,4.1843,207600
-120.91,38.11,9,3585,680,1800,598,3.636,133100
-120.91,37.66,36,1320,255,720,232,2.6523,76300
-120.91,37.57,26,3396,705,2446,694,2.0521,65400
-120.92,40.02,35,383,92,202,72,2.6458,102500
-120.92,38.86,11,1720,345,850,326,3.2027,128600
-120.92,37.7,24,527,112,270,112,1.6172,156300
-120.92,37.65,23,505,124,163,129,1.3696,275000
-120.92,37.6,12,4485,805,2445,832,3.7611,123100
-120.92,37.59,26,1705,279,642,236,2.6591,180500
-120.92,35.4,23,2059,354,636,278,3.6908,278800
-120.93,39.96,15,1666,351,816,316,2.9559,118800
-120.93,39.17,13,2331,464,1110,419,3.6563,164900
-120.93,38.77,9,2229,355,788,341,5.5111,196300
-120.93,38.65,12,2213,384,1097,351,4.5568,170100
-120.93,38.5,15,1248,234,529,216,3.3393,107200
-120.93,38.26,13,2084,449,834,305,3.2937,114200
-120.93,37.74,37,1956,402,1265,397,2.3023,91900
-120.93,37.72,18,391,71,247,71,4.3864,179500
-120.93,37.67,6,3491,657,2075,644,3.3844,138500
-120.93,37.66,10,7566,1348,3227,1199,4.744,148100
-120.93,37.65,1,2254,328,402,112,4.25,189200
-120.93,37.56,17,1812,361,672,334,1.55,166100
-120.94,40.17,22,1334,261,597,222,2.2132,89200
-120.94,40.14,31,3127,664,1345,580,1.5774,58000
-120.94,39.22,12,1321,268,661,232,4.0062,153800
-120.94,39.05,8,3758,717,1744,661,3.1972,151500
-120.94,37.74,35,1166,268,515,266,2.3469,90200
-120.94,37.7,25,1005,159,390,139,4.4,174100
-120.94,37.68,4,13315,2424,6420,2289,4.2471,162100
-120.94,37.66,17,1147,140,327,136,6.8654,290500
-120.94,37.65,13,5075,978,3033,838,3.0577,119000
-120.94,37.63,43,244,52,176,60,1.425,69400
-120.94,37.61,13,3309,603,1796,555,3.8372,129300
-120.94,37.6,30,3257,574,1804,588,3.5331,102900
-120.94,37.59,16,3964,824,2622,766,2.3152,111300
-120.94,37.58,19,1549,369,770,370,2.0493,99500
-120.94,37.4,32,1175,208,774,222,3,109400
-120.95,39.93,26,2023,385,922,365,2.8125,83500
-120.95,38.79,12,3247,579,1459,517,4.3981,202800
-120.95,38.69,10,3421,563,1689,545,5.2032,217100
-120.95,37.74,18,3453,666,1958,601,3.0043,156500
-120.95,37.73,12,3609,712,2650,742,2.8565,92700
-120.95,37.67,15,3062,584,1624,538,4.3864,137600
-120.95,37.66,16,4478,647,1990,672,5.1473,188400
-120.95,37.65,37,136,20,72,22,2.2279,225000
-120.95,37.65,14,5200,1119,3221,1102,2.6964,107000
-120.95,37.64,32,3487,740,1957,685,2.7209,88300
-120.95,37.62,11,4981,814,1934,686,3.7041,174800
-120.95,37.61,17,4054,654,2034,667,4.6833,142200
-120.95,37.6,35,1493,278,729,268,2.9821,97400
-120.95,37.59,43,1561,354,862,332,1.8466,81500
-120.95,37.59,29,1727,439,1063,386,1.8929,63600
-120.95,37.57,29,1179,249,672,243,3.1125,154800
-120.95,37.09,43,1116,222,801,207,2.875,97200
-120.95,36.47,52,1691,301,618,239,3.2292,225000
-120.95,35.44,30,6346,1410,1769,887,2.6864,283600
-120.96,41.12,29,779,136,364,123,2.5,59200
-120.96,40.28,19,683,139,302,111,2.5,64100
-120.96,39.12,24,2069,436,909,374,2.5326,139100
-120.96,37.77,32,2262,416,1156,404,3.8534,157600
-120.96,37.67,18,1442,229,538,220,4.2969,163200
-120.96,37.66,16,4961,902,2654,804,4.2823,138300
-120.96,37.65,34,1700,325,972,326,2.4485,95500
-120.96,37.64,41,1467,328,673,310,2.7917,90700
-120.96,37.64,36,60,12,51,14,3.625,67500
-120.96,37.61,23,3497,887,2467,816,1.9444,93400
-120.96,37.54,29,1468,245,747,231,3.4643,125000
-120.96,37.51,30,1288,237,720,233,2.3864,139100
-120.97,37.84,28,2368,430,1231,403,2.883,141900
-120.97,37.73,19,3725,543,1412,463,5.7476,248600
-120.97,37.69,16,2793,476,1279,477,3.4667,160900
-120.97,37.69,14,5514,909,2819,970,3.8598,174400
-120.97,37.68,9,1114,172,529,174,4.7159,163700
-120.97,37.68,16,2349,446,1302,392,3.1625,130300
-120.97,37.67,31,1648,293,792,294,2.4,121500
-120.97,37.66,24,2930,588,1448,570,3.5395,127900
-120.97,37.66,21,2760,632,1260,576,2.0227,179800
-120.97,37.65,16,3960,716,1776,724,3.9886,137500
-120.97,37.64,42,2359,504,1131,480,2.0833,95500
-120.97,37.63,39,2360,607,2047,605,1.7054,58800
-120.97,37.62,7,8489,1673,5807,1575,2.9451,127800
-120.97,37.61,16,1326,375,884,375,1.871,103900
-120.97,37.43,27,1380,270,810,262,2.1875,137500
-120.98,39.93,25,2220,511,912,449,1.8914,87800
-120.98,39.08,20,4570,906,2125,815,3.0403,148000
-120.98,38.99,17,3403,661,1540,622,3.6354,162900
-120.98,38.68,5,4810,909,2242,900,3.2964,176900
-120.98,37.79,20,2458,491,1227,481,2.7857,110900
-120.98,37.69,18,3176,468,1296,471,5.5684,185100
-120.98,37.68,27,4006,762,1806,718,3.1848,112800
-120.98,37.68,24,705,114,347,141,3.1912,149600
-120.98,37.68,18,4197,1006,2203,874,2.166,118600
-120.98,37.67,13,1221,260,682,275,3.65,155500
-120.98,37.66,40,3012,616,1423,595,2.6346,100600
-120.98,37.66,33,1959,342,984,356,4.5208,114200
-120.98,37.66,10,934,260,401,255,0.9336,127100
-120.98,37.65,40,422,63,158,63,7.3841,172200
-120.98,37.65,36,826,167,432,150,2.5,103100
-120.98,37.64,45,1913,335,839,333,3.1397,110700
-120.98,37.64,40,1791,359,679,322,2.1458,130300
-120.98,37.62,26,3819,955,3010,932,1.9206,81300
-120.98,37.6,36,1437,331,1073,320,2.1779,58400
-120.98,37.57,27,925,176,449,168,2.6406,129700
-120.99,39.26,16,2616,422,1090,425,3.7917,179200
-120.99,39.22,16,1497,275,737,243,2.8942,182500
-120.99,39.2,15,2993,562,1296,518,3.3009,156800
-120.99,39.18,23,2550,457,1016,405,3.6607,153000
-120.99,39.13,14,770,116,285,116,3.6434,155400
-120.99,39.04,17,2289,450,1182,397,2.3696,166800
-120.99,38.69,5,5743,1074,2651,962,4.1163,172500
-120.99,38.67,8,4913,744,2005,723,5.4413,187900
-120.99,37.8,32,2564,513,1198,459,2.9083,113400
-120.99,37.69,25,2773,384,1060,381,6.4788,199400
-120.99,37.68,30,1975,375,732,326,2.6932,94900
-120.99,37.68,28,3269,647,1595,617,2.2336,112700
-120.99,37.67,28,1768,423,1066,392,1.8315,90500
-120.99,37.67,16,568,124,307,116,2.1518,107400
-120.99,37.66,46,1750,347,754,356,2.9137,106000
-120.99,37.65,44,2848,623,1408,576,2.1487,86600
-120.99,37.64,50,683,189,459,195,1.8162,70000
-120.99,37.64,41,1580,385,881,361,2.7538,99600
-120.99,37.63,21,319,120,276,85,2.4792,60000
-120.99,37.62,37,2014,505,1787,515,1.5515,54100
-121,39.75,8,1116,214,27,39,2.5893,83000
-121,39.26,14,810,151,302,138,3.1094,136100
-121,39.23,15,2809,450,1267,408,4.0426,191700
-121,39.16,10,1170,225,537,194,3.2813,163200
-121,39.09,7,439,84,246,80,3.0781,162500
-121,39,4,170,23,93,27,10.9891,312500
-121,38.58,12,3425,549,1357,451,5.3344,217500
-121,37.8,13,4030,744,2248,766,3.6107,141300
-121,37.71,52,102,23,35,33,2.25,175000
-121,37.69,18,3469,661,1452,628,3.4079,147500
-121,37.68,29,2911,445,1170,460,4.9904,158100
-121,37.68,15,1232,180,408,196,6.9682,182400
-121,37.67,27,2278,479,995,449,2.5148,110200
-121,37.67,26,90,18,47,18,1.125,87500
-121,37.66,43,2039,331,875,342,3.9844,152000
-121,37.65,52,3887,803,1768,779,2.5089,119000
-121,37.65,17,484,202,198,204,0.6825,187500
-121,37.64,43,311,95,293,94,1.2902,67500
-121,37.64,19,121,41,658,41,0.9573,162500
-121,37.63,49,2051,500,1525,467,1.59,80900
-121,37.63,31,215,62,192,66,1.75,73800
-121,37.62,28,1153,420,1043,357,1.0801,75000
-121,37.26,45,1750,371,847,354,1.7062,77400
-121,37.25,31,1923,341,806,349,3.1738,97600
-121,37.25,21,1937,389,1002,373,2.6087,96200
-121,35.94,16,3077,628,1479,536,3.3724,114600
-121.01,38.73,7,6322,1046,2957,1024,4.7276,197500
-121.01,37.74,14,2368,297,796,301,8.7783,435000
-121.01,37.7,12,9148,1906,4656,1853,3.2447,142200
-121.01,37.69,20,3275,760,1538,705,2.48,135600
-121.01,37.68,33,828,123,373,133,5.5,146200
-121.01,37.68,33,3230,587,1579,560,3.5775,109700
-121.01,37.67,37,2483,459,1072,445,3.0721,108100
-121.01,37.66,36,3679,613,1366,581,4.5,151400
-121.01,37.65,52,178,53,152,62,0.4999,82500
-121.01,37.64,52,201,35,74,22,1.3036,75000
-121.01,37.64,36,1981,507,1998,468,1.9013,69900
-121.01,37.64,33,693,207,598,192,1.0217,81300
-121.01,37.63,41,2764,639,2122,600,1.9643,74900
-121.01,37.62,35,568,150,622,145,1.8167,79500
-121.01,37.62,35,2074,477,1687,431,2.0885,73700
-121.01,37.61,5,3655,696,2316,647,3.4703,129300
-121.01,37.37,41,1045,233,632,230,2.3583,95000
-121.01,37.33,17,1926,410,1054,321,1.6214,71500
-121.02,40.51,17,890,167,406,154,3.3036,78300
-121.02,39.27,52,3720,707,1424,609,3.2,155000
-121.02,39.25,52,1549,275,604,249,2.2278,155400
-121.02,39.23,16,1427,319,642,333,1.4241,125000
-121.02,39.17,17,2277,459,1149,476,3.2303,149500
-121.02,39.01,17,4786,799,2066,770,3.9734,185400
-121.02,38.66,4,7392,1155,3096,1065,4.5246,198900
-121.02,37.71,25,207,41,87,43,3.6023,131300
-121.02,37.7,16,3476,650,2126,665,3.3438,125400
-121.02,37.69,19,3814,790,2219,804,3.5208,145000
-121.02,37.66,28,1437,400,806,338,1.6078,125000
-121.02,37.65,20,2973,620,1996,570,3.0645,106000
-121.02,37.64,42,1437,307,1035,284,2.1036,88300
-121.02,37.63,35,1591,364,1290,352,1.564,81800
-121.02,37.62,30,1721,399,1878,382,2.5363,83900
-121.02,37.62,14,5737,1286,4722,1210,1.6731,95800
-121.02,37.61,33,1469,370,1318,349,1.7104,59000
-121.02,37.6,33,1009,238,1027,246,2.5993,68000
-121.02,37.58,36,1285,270,706,273,1.7169,121400
